run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method,n_identities,concurrency,mechanism,scenario,audit_tx
n50-identities_c1-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025114Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.65375766054285,63.63067483791237,30,warmup==false; include all finished decisions,1.823306666666667,1.60345,0.6293110868973738,1.1979,3.8042,3.299199999999997,3.792948,1.6267025833333333,2.0655155833333336,scipy.stats.bootstrap percentile 10000 resamples 95%,50,1,x509,valid_active,False
n50-identities_c1-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025114Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.65375766054285,63.63067483791237,30,warmup==false AND observed_outcome==ACCEPTED,1.823306666666667,1.60345,0.6293110868973738,1.1979,3.8042,3.299199999999997,3.792948,1.6267025833333333,2.0655155833333336,scipy.stats.bootstrap percentile 10000 resamples 95%,50,1,x509,valid_active,False
n50-identities_c1-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T033155Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,19.11025944472247,20.3842767410373,30,warmup==false; include all finished decisions,34.701053333333334,29.7044,16.474650592553175,18.7096,95.0772,67.14280999999997,88.67927800000002,29.45307416666666,41.07079975,scipy.stats.bootstrap percentile 10000 resamples 95%,50,1,blockchain,valid_active,False
n50-identities_c1-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T033155Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,19.11025944472247,20.3842767410373,30,warmup==false AND observed_outcome==ACCEPTED,34.701053333333334,29.7044,16.474650592553175,18.7096,95.0772,67.14280999999997,88.67927800000002,29.45307416666666,41.07079975,scipy.stats.bootstrap percentile 10000 resamples 95%,50,1,blockchain,valid_active,False
n50-identities_c5-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025841Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.73136416253076,63.71345510669948,30,warmup==false; include all finished decisions,10.833049999999998,10.0986,5.356256315346537,1.7665,24.5306,22.11554,23.991113,9.033408916666668,12.76623183333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,5,x509,valid_active,False
n50-identities_c5-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025841Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.73136416253076,63.71345510669948,30,warmup==false AND observed_outcome==ACCEPTED,10.833049999999998,10.0986,5.356256315346537,1.7665,24.5306,22.11554,23.991113,9.033408916666668,12.76623183333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,5,x509,valid_active,False
n50-identities_c5-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025842Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,27.956599057222927,29.82037232770445,30,warmup==false; include all finished decisions,93.82018666666666,76.0959,39.173261811560415,44.6946,212.329,158.230315,196.6481200000001,80.61924533333334,108.25737474999998,scipy.stats.bootstrap percentile 10000 resamples 95%,50,5,blockchain,valid_active,False
n50-identities_c5-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025842Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,27.956599057222927,29.82037232770445,30,warmup==false AND observed_outcome==ACCEPTED,93.82018666666666,76.0959,39.173261811560415,44.6946,212.329,158.230315,196.6481200000001,80.61924533333334,108.25737474999998,scipy.stats.bootstrap percentile 10000 resamples 95%,50,5,blockchain,valid_active,False
n50-identities_c10-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025844Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.70561549224916,63.6859898583991,30,warmup==false; include all finished decisions,21.37287000000001,20.2578,10.418579880663131,2.6422,43.8604,43.015875,43.807127,17.757869833333334,25.15362508333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,10,x509,valid_active,False
n50-identities_c10-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025844Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.70561549224916,63.6859898583991,30,warmup==false AND observed_outcome==ACCEPTED,21.37287000000001,20.2578,10.418579880663131,2.6422,43.8604,43.015875,43.807127,17.757869833333334,25.15362508333333,scipy.stats.bootstrap percentile 10000 resamples 95%,50,10,x509,valid_active,False
